dataset,layer_id,num_tokens,min_entropy,mean_entropy,diversity_ratio,fragmentation_ratio,min_entropy_l2,mean_l2
longdialogue_qa_eng,2,8576,0.0255,1.1641,0.5940,0.7492,10.0000,10.1875
longdialogue_qa_eng,3,8576,0.0001,1.4297,0.6409,0.6918,10.8125,9.0000
longdialogue_qa_eng,4,8576,0.0000,0.4023,0.6013,0.6510,23.0000,21.0000
longdialogue_qa_eng,5,8576,0.0000,0.4844,0.5977,0.6783,26.5000,19.3750
longdialogue_qa_eng,6,8576,0.0000,0.5469,0.6063,0.7262,19.8750,19.5000
longdialogue_qa_eng,7,8576,0.0300,0.8555,0.6387,0.6614,14.4375,15.7500
longdialogue_qa_eng,8,8576,0.0000,0.3086,0.5444,0.7017,22.1250,21.5000
longdialogue_qa_eng,9,8576,0.0000,0.4688,0.6242,0.6491,16.5000,15.5000
longdialogue_qa_eng,10,8576,0.0000,0.4277,0.5753,0.6770,19.7500,22.0000
longdialogue_qa_eng,11,8576,0.0000,0.3457,0.4406,0.6916,24.3750,22.6250
longdialogue_qa_eng,12,8576,0.0000,0.4160,0.5762,0.6639,14.1250,18.3750
longdialogue_qa_eng,13,8576,0.0000,0.4766,0.5748,0.6345,14.4375,16.2500
longdialogue_qa_eng,14,8576,0.0000,0.2207,0.6200,0.5869,17.0000,18.0000
longdialogue_qa_eng,15,8576,0.0000,0.2412,0.5756,0.6263,28.7500,19.3750
longdialogue_qa_eng,16,8576,0.0008,0.5000,0.5711,0.5115,19.2500,15.3750
longdialogue_qa_eng,17,8576,0.0000,0.5195,0.5840,0.5991,16.0000,16.6250
longdialogue_qa_eng,18,8576,0.0000,0.5742,0.5859,0.6433,69.5000,19.1250
longdialogue_qa_eng,19,8576,0.0000,0.2148,0.6325,0.6202,14.5625,19.5000
longdialogue_qa_eng,20,8576,0.0000,0.6094,0.5162,0.6443,19.1250,17.2500
longdialogue_qa_eng,21,8576,0.0000,0.3828,0.6052,0.6118,15.4375,17.7500
longdialogue_qa_eng,22,8576,0.0000,0.4336,0.6378,0.5989,16.3750,16.2500
longdialogue_qa_eng,23,8576,0.0000,0.3867,0.6763,0.6068,16.6250,16.7500
longdialogue_qa_eng,24,8576,0.0000,0.5742,0.5999,0.6223,20.3750,17.7500
longdialogue_qa_eng,25,8576,0.0000,0.6055,0.6535,0.6520,17.5000,17.0000
longdialogue_qa_eng,26,8576,0.0000,0.5000,0.6928,0.6391,16.5000,16.6250
longdialogue_qa_eng,27,8576,0.0002,0.7266,0.7129,0.6031,14.1875,27.2500
longdialogue_qa_eng,0,50048,0.0110,3.7344,0.8047,0.9202,16.0000,17.6250
longdialogue_qa_eng,1,50048,1.4453,5.6562,0.8195,0.9336,7.5000,8.5000
longdialogue_qa_eng,2,50048,0.0006,1.6484,0.7015,0.9415,11.0625,10.3125
longdialogue_qa_eng,3,50048,0.0245,1.9453,0.7944,0.8988,6.6875,9.0625
longdialogue_qa_eng,4,50048,0.0001,0.5547,0.6906,0.8804,13.1250,21.2500
longdialogue_qa_eng,5,50048,0.0000,0.8242,0.7296,0.9040,20.6250,20.0000
longdialogue_qa_eng,6,50048,0.0000,0.7344,0.7151,0.9091,20.6250,19.8750
longdialogue_qa_eng,7,50048,0.0193,0.9375,0.8122,0.8887,18.5000,16.5000
longdialogue_qa_eng,8,50048,0.0000,0.6680,0.6705,0.8835,18.8750,22.2500
longdialogue_qa_eng,9,50048,0.0000,0.6797,0.7796,0.8733,16.1250,16.8750
longdialogue_qa_eng,10,50048,0.0000,0.3652,0.6420,0.8844,25.2500,23.1250
longdialogue_qa_eng,11,50048,0.0000,0.3379,0.5349,0.8837,22.7500,23.8750
longdialogue_qa_eng,12,50048,0.0000,0.4180,0.6973,0.8683,22.1250,19.7500
longdialogue_qa_eng,13,50048,0.0000,0.5156,0.7358,0.8430,16.6250,17.3750
longdialogue_qa_eng,14,50048,0.0001,0.3516,0.7341,0.8316,22.0000,19.2500
longdialogue_qa_eng,15,50048,0.0000,0.5469,0.6791,0.8517,29.1250,20.1250
longdialogue_qa_eng,16,50048,0.0008,0.4668,0.7062,0.7681,15.6250,16.3750
longdialogue_qa_eng,17,50048,0.0000,0.4258,0.6981,0.8377,20.6250,17.5000
longdialogue_qa_eng,18,50048,0.0000,0.4180,0.7009,0.8591,21.1250,20.0000
longdialogue_qa_eng,19,50048,0.0000,0.2793,0.7506,0.8346,16.3750,20.6250
longdialogue_qa_eng,20,50048,0.0000,0.5547,0.6169,0.8611,20.2500,18.5000
longdialogue_qa_eng,21,50048,0.0000,0.4668,0.7257,0.8251,22.2500,18.8750
longdialogue_qa_eng,22,50048,0.0000,0.4922,0.7561,0.8336,17.6250,17.8750
longdialogue_qa_eng,23,50048,0.0001,0.5820,0.7849,0.8546,17.0000,18.5000
longdialogue_qa_eng,24,50048,0.0000,0.5977,0.7416,0.8345,17.0000,19.2500
longdialogue_qa_eng,25,50048,0.0000,0.4629,0.7740,0.8908,17.8750,18.3750
longdialogue_qa_eng,26,50048,0.0000,0.4863,0.8518,0.8932,17.8750,18.2500
longdialogue_qa_eng,27,50048,0.0000,0.9023,0.8747,0.8494,164.0000,27.7500
longdialogue_qa_eng,0,100224,0.0109,3.9375,0.8326,0.9306,51.7500,17.8750
longdialogue_qa_eng,1,100224,2.2969,6.1250,0.8527,0.9630,11.4375,8.3750
longdialogue_qa_eng,2,100224,0.5312,2.1094,0.7294,0.9671,11.1250,10.3125
longdialogue_qa_eng,3,100224,0.0125,2.4844,0.8393,0.9531,10.9375,9.0625
longdialogue_qa_eng,4,100224,0.0000,0.7578,0.7171,0.9179,23.7500,21.3750
longdialogue_qa_eng,5,100224,0.0000,0.8633,0.7567,0.9428,22.8750,20.1250
longdialogue_qa_eng,6,100224,0.0000,0.8164,0.7176,0.9323,21.2500,20.0000
longdialogue_qa_eng,7,100224,0.0879,0.8242,0.8320,0.9289,17.2500,16.8750
longdialogue_qa_eng,8,100224,0.0000,0.5586,0.6777,0.9259,23.5000,22.6250
longdialogue_qa_eng,9,100224,0.0001,0.7031,0.8041,0.9087,19.3750,17.2500
longdialogue_qa_eng,10,100224,0.0000,0.3359,0.6532,0.9107,24.5000,23.2500
longdialogue_qa_eng,11,100224,0.0000,0.3496,0.5405,0.9174,23.2500,24.1250
longdialogue_qa_eng,12,100224,0.0000,0.5586,0.6995,0.9011,21.3750,20.0000
longdialogue_qa_eng,13,100224,0.0000,0.5234,0.7520,0.8809,16.6250,17.6250
longdialogue_qa_eng,14,100224,0.0000,0.4492,0.7592,0.8570,21.8750,19.5000
longdialogue_qa_eng,15,100224,0.0000,0.4707,0.7109,0.8976,24.5000,20.2500
longdialogue_qa_eng,16,100224,0.0000,0.7656,0.7227,0.8027,15.7500,16.5000
longdialogue_qa_eng,17,100224,0.0000,0.4902,0.7121,0.8758,20.3750,17.6250
longdialogue_qa_eng,18,100224,0.0000,0.4375,0.7146,0.9016,16.1250,20.1250
longdialogue_qa_eng,19,100224,0.0000,0.3789,0.7840,0.8883,16.5000,20.6250
longdialogue_qa_eng,20,100224,0.0000,0.6484,0.6392,0.8795,20.2500,18.6250
longdialogue_qa_eng,21,100224,0.0000,0.4297,0.7492,0.8592,20.1250,18.8750
longdialogue_qa_eng,22,100224,0.0001,0.3809,0.7759,0.8389,17.6250,17.6250
longdialogue_qa_eng,23,100224,0.0036,0.6406,0.7994,0.8956,22.5000,18.2500
longdialogue_qa_eng,24,100224,0.0000,0.4980,0.7718,0.8839,21.0000,19.2500
longdialogue_qa_eng,25,100224,0.0002,0.4941,0.8131,0.9200,20.6250,18.3750
longdialogue_qa_eng,26,100224,0.0000,0.4238,0.8795,0.9159,18.0000,18.1250
longdialogue_qa_eng,27,100224,0.0000,0.9414,0.8917,0.8748,170.0000,28.1250
longdialogue_qa_eng,0,8576,0.0000,2.6406,0.6691,0.6793,155.0000,17.8750
longdialogue_qa_eng,1,8576,0.9453,4.4062,0.6805,0.6769,15.3125,8.5000
longdialogue_qa_eng,2,8576,0.0010,0.8828,0.5907,0.7341,10.7500,10.1875
longdialogue_qa_eng,3,8576,0.0288,1.3438,0.6376,0.7098,10.6875,9.0000
longdialogue_qa_eng,4,8576,0.0000,0.4395,0.6010,0.6620,23.5000,21.0000
longdialogue_qa_eng,5,8576,0.0000,0.6094,0.5971,0.6743,26.3750,19.2500
longdialogue_qa_eng,6,8576,0.0000,0.5938,0.6046,0.7065,20.6250,19.5000
longdialogue_qa_eng,7,8576,0.0000,0.7344,0.6641,0.6437,19.8750,15.9375
longdialogue_qa_eng,8,8576,0.0000,0.3438,0.5472,0.6767,23.1250,21.5000
longdialogue_qa_eng,9,8576,0.0001,0.4668,0.6264,0.6365,15.9375,15.7500
longdialogue_qa_eng,10,8576,0.0000,0.4297,0.5625,0.6721,27.6250,22.2500
longdialogue_qa_eng,11,8576,0.0000,0.3594,0.4389,0.6974,22.6250,22.8750
longdialogue_qa_eng,12,8576,0.0000,0.4336,0.5619,0.6554,26.0000,18.5000
longdialogue_qa_eng,13,8576,0.0000,0.4707,0.5767,0.6251,21.2500,16.2500
longdialogue_qa_eng,14,8576,0.0000,0.3203,0.6278,0.5982,20.8750,17.6250
longdialogue_qa_eng,15,8576,0.0000,0.5000,0.5921,0.6093,15.6875,19.2500
longdialogue_qa_eng,16,8576,0.0000,0.5234,0.5887,0.5389,15.8125,15.2500
longdialogue_qa_eng,17,8576,0.0000,0.4316,0.5812,0.6011,19.5000,16.5000
longdialogue_qa_eng,18,8576,0.0000,0.6055,0.5675,0.6352,70.0000,19.0000
longdialogue_qa_eng,19,8576,0.0000,0.4043,0.6334,0.6084,113.0000,19.5000
longdialogue_qa_eng,20,8576,0.0000,0.4199,0.5388,0.6437,18.7500,17.0000
longdialogue_qa_eng,21,8576,0.0000,0.3711,0.6032,0.5685,20.3750,17.5000
longdialogue_qa_eng,22,8576,0.0000,0.3809,0.6331,0.6073,17.2500,16.1250
longdialogue_qa_eng,23,8576,0.0001,0.2734,0.6789,0.6165,19.7500,16.8750
longdialogue_qa_eng,24,8576,0.0000,0.4121,0.6018,0.6347,20.1250,17.7500
longdialogue_qa_eng,25,8576,0.0000,0.2559,0.6590,0.6740,19.5000,17.1250
longdialogue_qa_eng,26,8576,0.0000,0.3633,0.7023,0.6516,24.7500,16.6250
longdialogue_qa_eng,27,8576,0.0000,0.6680,0.7360,0.6020,57.2500,26.7500
longdialogue_qa_eng,0,50048,0.0001,3.8594,0.7972,0.9121,14.2500,18.2500
longdialogue_qa_eng,1,50048,0.9609,5.5938,0.8237,0.9299,15.3750,8.4375
longdialogue_qa_eng,2,50048,0.0684,1.6406,0.7299,0.9255,10.8750,10.3125
longdialogue_qa_eng,3,50048,0.0097,1.7578,0.7924,0.8919,9.0625,9.0000
longdialogue_qa_eng,4,50048,0.0000,0.4180,0.6928,0.8824,20.5000,21.5000
longdialogue_qa_eng,5,50048,0.0000,0.4395,0.7319,0.9188,27.6250,20.5000
longdialogue_qa_eng,6,50048,0.0000,0.7188,0.7059,0.9075,30.0000,20.1250
longdialogue_qa_eng,7,50048,0.0002,0.8789,0.8072,0.8821,14.6875,17.2500
longdialogue_qa_eng,8,50048,0.0000,0.5352,0.6853,0.8795,19.8750,22.8750
longdialogue_qa_eng,9,50048,0.0006,0.7227,0.7640,0.8766,15.7500,17.6250
longdialogue_qa_eng,10,50048,0.0000,0.4102,0.6470,0.8806,21.8750,23.5000
longdialogue_qa_eng,11,50048,0.0000,0.3066,0.5477,0.8777,38.2500,24.5000
longdialogue_qa_eng,12,50048,0.0000,0.4883,0.6802,0.8499,21.2500,20.3750
longdialogue_qa_eng,13,50048,0.0000,0.4395,0.7246,0.8356,17.2500,17.8750
longdialogue_qa_eng,14,50048,0.0000,0.4277,0.7355,0.8160,21.8750,20.0000
longdialogue_qa_eng,15,50048,0.0010,0.4238,0.7176,0.8733,14.2500,20.6250
longdialogue_qa_eng,16,50048,0.0000,0.5586,0.7068,0.7580,18.2500,17.5000
longdialogue_qa_eng,17,50048,0.0000,0.5039,0.7227,0.8591,20.2500,18.3750
longdialogue_qa_eng,18,50048,0.0001,0.6562,0.6582,0.8639,71.5000,20.7500
longdialogue_qa_eng,19,50048,0.0000,0.5078,0.7631,0.8402,116.0000,21.6250
longdialogue_qa_eng,20,50048,0.0000,0.4902,0.6546,0.8649,17.8750,19.1250
longdialogue_qa_eng,21,50048,0.0000,0.6445,0.7307,0.8282,26.0000,19.5000
longdialogue_qa_eng,22,50048,0.0000,0.4922,0.7620,0.8213,18.6250,18.5000
longdialogue_qa_eng,23,50048,0.0000,0.3750,0.8002,0.8619,21.1250,19.1250
longdialogue_qa_eng,24,50048,0.0000,0.5469,0.7321,0.8567,22.6250,19.7500
longdialogue_qa_eng,25,50048,0.0000,0.4629,0.7910,0.9023,21.1250,19.0000
longdialogue_qa_eng,26,50048,0.0000,0.4160,0.8622,0.8854,18.5000,19.0000
longdialogue_qa_eng,27,50048,-0.0000,0.7852,0.8917,0.8442,195.0000,31.7500
longdialogue_qa_eng,0,100224,0.1299,3.9688,0.8393,0.9169,14.3125,17.6250
longdialogue_qa_eng,1,100224,0.8164,6.1562,0.8630,0.9564,15.2500,8.4375
longdialogue_qa_eng,2,100224,0.0029,1.6094,0.7497,0.9606,8.6250,10.5000
longdialogue_qa_eng,3,100224,0.0040,2.2344,0.8158,0.9354,9.0000,9.1250
longdialogue_qa_eng,4,100224,0.0000,0.5352,0.7143,0.9129,23.3750,21.5000
longdialogue_qa_eng,5,100224,0.0000,0.5117,0.7525,0.9503,27.7500,20.5000
longdialogue_qa_eng,6,100224,0.0005,0.7656,0.7243,0.9476,15.4375,20.2500
longdialogue_qa_eng,7,100224,0.0005,0.9648,0.8449,0.9191,15.1250,17.2500
longdialogue_qa_eng,8,100224,0.0000,0.4258,0.6998,0.9211,23.5000,23.0000
longdialogue_qa_eng,9,100224,0.0000,0.7891,0.7824,0.9208,16.1250,17.8750
longdialogue_qa_eng,10,100224,0.0001,0.5352,0.6509,0.8963,28.3750,23.7500
longdialogue_qa_eng,11,100224,0.0000,0.5781,0.5421,0.9115,26.6250,24.5000
longdialogue_qa_eng,12,100224,0.0000,0.5312,0.7232,0.8854,27.3750,20.5000
longdialogue_qa_eng,13,100224,0.0000,0.4531,0.7545,0.8850,17.8750,18.1250
longdialogue_qa_eng,14,100224,0.0000,0.2891,0.7687,0.8530,25.1250,19.7500
longdialogue_qa_eng,15,100224,0.0000,0.3047,0.7176,0.9024,29.5000,20.3750
longdialogue_qa_eng,16,100224,0.0000,0.6016,0.7358,0.7838,17.2500,17.0000
longdialogue_qa_eng,17,100224,0.0000,0.4590,0.7573,0.8688,20.3750,18.0000
longdialogue_qa_eng,18,100224,0.0001,0.7539,0.6984,0.8877,20.3750,20.5000
longdialogue_qa_eng,19,100224,0.0000,0.4180,0.7804,0.8695,116.0000,21.2500
longdialogue_qa_eng,20,100224,0.0000,0.6172,0.6699,0.8963,23.2500,18.7500
longdialogue_qa_eng,21,100224,0.0000,0.6016,0.7651,0.8636,25.7500,19.1250
longdialogue_qa_eng,22,100224,0.0000,0.4219,0.7932,0.8547,17.8750,18.0000
longdialogue_qa_eng,23,100224,0.0000,0.4609,0.8387,0.9095,20.3750,18.5000
longdialogue_qa_eng,24,100224,0.0000,0.5508,0.7709,0.8708,22.7500,19.3750
longdialogue_qa_eng,25,100224,0.0000,0.4434,0.8181,0.9216,20.8750,18.7500
longdialogue_qa_eng,26,100224,0.0002,0.4551,0.8901,0.9257,25.3750,18.6250
longdialogue_qa_eng,27,100224,0.0000,0.8867,0.9155,0.8772,186.0000,30.2500
longdialogue_qa_eng,0,8576,0.1182,2.9531,0.6482,0.7008,14.1250,17.8750
longdialogue_qa_eng,1,8576,0.2373,4.0312,0.6727,0.6964,14.0625,8.3125
longdialogue_qa_eng,2,8576,0.0001,1.1250,0.6099,0.7429,14.1875,10.1250
longdialogue_qa_eng,3,8576,0.0001,1.2031,0.6356,0.6831,9.3125,8.9375
longdialogue_qa_eng,4,8576,0.0000,0.3770,0.6013,0.6928,19.8750,20.8750
longdialogue_qa_eng,5,8576,0.0000,0.3887,0.6055,0.6926,17.6250,19.2500
longdialogue_qa_eng,6,8576,0.0000,0.5625,0.5884,0.6880,29.6250,19.5000
longdialogue_qa_eng,7,8576,0.0042,0.6289,0.6172,0.6451,13.0625,15.8750
longdialogue_qa_eng,8,8576,0.0000,0.2969,0.5631,0.6809,23.1250,21.6250
longdialogue_qa_eng,9,8576,0.0000,0.5000,0.6010,0.6323,14.6875,15.8125
longdialogue_qa_eng,10,8576,0.0000,0.4375,0.5499,0.6687,26.2500,22.3750
longdialogue_qa_eng,11,8576,0.0000,0.4648,0.4375,0.6588,22.3750,23.1250
longdialogue_qa_eng,12,8576,0.0000,0.3379,0.5589,0.6251,21.3750,18.7500
longdialogue_qa_eng,13,8576,0.0005,0.1729,0.5968,0.6325,16.6250,16.3750
longdialogue_qa_eng,14,8576,0.0000,0.2773,0.5965,0.5945,20.8750,18.2500
longdialogue_qa_eng,15,8576,0.0000,0.3203,0.5753,0.6203,20.7500,19.3750
longdialogue_qa_eng,16,8576,0.0002,0.4902,0.5636,0.5559,15.2500,15.6875
longdialogue_qa_eng,17,8576,0.0000,0.4238,0.5784,0.5514,20.1250,16.8750
longdialogue_qa_eng,18,8576,0.0004,0.6602,0.5605,0.6267,19.0000,19.2500
longdialogue_qa_eng,19,8576,0.0000,0.4355,0.6211,0.6038,17.6250,19.6250
longdialogue_qa_eng,20,8576,0.0000,0.3516,0.4802,0.6647,22.2500,17.1250
longdialogue_qa_eng,21,8576,0.0000,0.3535,0.5868,0.6053,19.3750,17.6250
longdialogue_qa_eng,22,8576,0.0000,0.4160,0.6080,0.6012,16.1250,16.2500
longdialogue_qa_eng,23,8576,0.0002,0.3438,0.6752,0.5992,19.2500,16.8750
longdialogue_qa_eng,24,8576,0.0000,0.3887,0.5815,0.6104,23.7500,17.8750
longdialogue_qa_eng,25,8576,0.0000,0.5430,0.6381,0.6939,18.7500,17.1250
longdialogue_qa_eng,26,8576,0.0000,0.4395,0.6945,0.6420,18.2500,17.0000
longdialogue_qa_eng,27,8576,-0.0000,0.5039,0.6911,0.6003,188.0000,29.3750
longdialogue_qa_eng,0,50048,1.1875,4.0312,0.7966,0.9391,13.8750,17.5000
longdialogue_qa_eng,1,50048,0.8164,5.1562,0.8242,0.9276,8.1250,8.5000
longdialogue_qa_eng,2,50048,0.0977,1.7812,0.7330,0.9319,15.9375,10.5625
longdialogue_qa_eng,3,50048,0.1660,1.9766,0.7935,0.9047,10.8125,9.2500
longdialogue_qa_eng,4,50048,0.0001,0.4824,0.7254,0.8808,19.6250,21.3750
longdialogue_qa_eng,5,50048,0.0000,0.4160,0.7360,0.9162,20.7500,20.0000
longdialogue_qa_eng,6,50048,0.0001,0.7031,0.7028,0.9059,12.6875,20.1250
longdialogue_qa_eng,7,50048,0.0004,0.6523,0.7852,0.8813,19.0000,17.1250
longdialogue_qa_eng,8,50048,0.0000,0.3125,0.6749,0.8958,22.8750,22.7500
longdialogue_qa_eng,9,50048,0.0000,0.5859,0.7634,0.8801,17.1250,17.6250
longdialogue_qa_eng,10,50048,0.0000,0.3672,0.6473,0.8815,26.2500,23.6250
longdialogue_qa_eng,11,50048,0.0000,0.4707,0.5268,0.8618,25.0000,24.2500
longdialogue_qa_eng,12,50048,0.0000,0.4766,0.7176,0.8589,16.7500,20.3750
longdialogue_qa_eng,13,50048,0.0000,0.4355,0.7391,0.8626,17.3750,18.1250
longdialogue_qa_eng,14,50048,0.0000,0.2910,0.7455,0.8170,16.8750,20.0000
longdialogue_qa_eng,15,50048,0.0000,0.4062,0.6895,0.8527,25.0000,20.5000
longdialogue_qa_eng,16,50048,0.0001,0.5234,0.7441,0.7585,18.1250,17.1250
longdialogue_qa_eng,17,50048,0.0000,0.4199,0.7266,0.8068,20.6250,18.0000
longdialogue_qa_eng,18,50048,0.0000,0.6133,0.7137,0.8569,70.0000,20.6250
longdialogue_qa_eng,19,50048,0.0000,0.5312,0.7573,0.8375,19.6250,21.2500
longdialogue_qa_eng,20,50048,0.0000,0.5820,0.6417,0.8478,19.0000,18.8750
longdialogue_qa_eng,21,50048,0.0000,0.4473,0.7533,0.8026,20.3750,19.3750
longdialogue_qa_eng,22,50048,0.0000,0.4805,0.7539,0.8253,17.7500,18.2500
longdialogue_qa_eng,23,50048,0.0011,0.5273,0.8080,0.8550,21.8750,19.0000
longdialogue_qa_eng,24,50048,0.0000,0.5703,0.7427,0.8456,17.3750,19.7500
longdialogue_qa_eng,25,50048,0.0000,0.5938,0.7952,0.8937,20.0000,18.8750
longdialogue_qa_eng,26,50048,0.0000,0.5664,0.8597,0.8530,20.0000,18.7500
longdialogue_qa_eng,27,50048,0.0000,0.8242,0.8677,0.8212,54.7500,27.7500
longdialogue_qa_eng,0,100224,1.4297,4.1875,0.8145,0.9606,9.1875,17.8750
longdialogue_qa_eng,1,100224,1.8125,5.9062,0.8485,0.9599,14.4375,8.4375
longdialogue_qa_eng,2,100224,0.0007,1.8125,0.7461,0.9562,17.2500,10.3125
longdialogue_qa_eng,3,100224,0.5586,2.3750,0.8270,0.9352,10.8125,9.0625
longdialogue_qa_eng,4,100224,0.0000,0.5625,0.7344,0.9195,27.6250,21.5000
longdialogue_qa_eng,5,100224,0.0000,0.5742,0.7729,0.9444,16.1250,20.3750
longdialogue_qa_eng,6,100224,0.0043,0.7812,0.7146,0.9465,32.2500,20.2500
longdialogue_qa_eng,7,100224,0.0089,0.9766,0.8320,0.9299,17.5000,17.1250
longdialogue_qa_eng,8,100224,0.0000,0.5781,0.7151,0.9290,23.6250,22.8750
longdialogue_qa_eng,9,100224,0.0000,0.5781,0.8013,0.9192,15.6875,17.5000
longdialogue_qa_eng,10,100224,0.0000,0.4238,0.6523,0.9085,26.2500,23.5000
longdialogue_qa_eng,11,100224,0.0000,0.5820,0.5441,0.9092,25.1250,24.3750
longdialogue_qa_eng,12,100224,0.0000,0.4746,0.7383,0.8998,25.8750,20.3750
longdialogue_qa_eng,13,100224,0.0001,0.4824,0.7528,0.8858,17.5000,18.1250
longdialogue_qa_eng,14,100224,0.0000,0.1992,0.7598,0.8513,22.0000,19.6250
longdialogue_qa_eng,15,100224,0.0000,0.4961,0.7009,0.9013,28.0000,20.5000
longdialogue_qa_eng,16,100224,0.0001,0.7695,0.7545,0.8169,19.5000,17.0000
longdialogue_qa_eng,17,100224,0.0000,0.5156,0.7369,0.8743,20.2500,17.8750
longdialogue_qa_eng,18,100224,0.0000,0.5664,0.7098,0.8931,21.5000,20.5000
longdialogue_qa_eng,19,100224,0.0000,0.5664,0.8064,0.8948,17.1250,21.1250
longdialogue_qa_eng,20,100224,0.0000,0.4922,0.6624,0.9010,23.3750,18.7500
longdialogue_qa_eng,21,100224,0.0000,0.3555,0.7740,0.8565,20.2500,19.5000
longdialogue_qa_eng,22,100224,0.0000,0.5078,0.7977,0.8734,18.0000,18.2500
longdialogue_qa_eng,23,100224,0.0020,0.6055,0.8284,0.8973,21.5000,18.8750
longdialogue_qa_eng,24,100224,0.0000,0.5078,0.7673,0.8807,17.1250,19.5000
longdialogue_qa_eng,25,100224,0.0001,0.4980,0.7991,0.9274,20.0000,18.7500
longdialogue_qa_eng,26,100224,0.0000,0.6367,0.8811,0.9044,23.2500,18.3750
longdialogue_qa_eng,27,100224,0.0000,0.7734,0.9121,0.9012,31.2500,28.3750
longdialogue_qa_eng,0,8576,0.0967,2.7188,0.6833,0.6733,14.4375,17.6250
longdialogue_qa_eng,1,8576,0.2891,3.7188,0.6797,0.6786,8.9375,8.5000
longdialogue_qa_eng,2,8576,0.0056,0.7930,0.5918,0.7053,9.0625,10.2500
longdialogue_qa_eng,3,8576,0.0009,1.2500,0.6618,0.6741,9.3125,9.0000
longdialogue_qa_eng,4,8576,0.0000,0.4707,0.5991,0.6656,19.8750,21.0000
longdialogue_qa_eng,5,8576,0.0000,0.5781,0.6007,0.6721,20.2500,19.3750
longdialogue_qa_eng,6,8576,0.0000,0.5078,0.6133,0.6815,13.4375,19.5000
longdialogue_qa_eng,7,8576,0.0001,0.6133,0.6272,0.6428,14.8125,15.8750
longdialogue_qa_eng,8,8576,0.0000,0.4043,0.5488,0.6970,21.5000,21.6250
longdialogue_qa_eng,9,8576,0.0004,0.4277,0.6080,0.6310,16.7500,15.8750
longdialogue_qa_eng,10,8576,0.0000,0.3086,0.5809,0.6662,26.1250,22.3750
longdialogue_qa_eng,11,8576,0.0000,0.5234,0.4481,0.6663,28.8750,23.1250
longdialogue_qa_eng,12,8576,0.0000,0.3809,0.5765,0.6379,18.0000,18.8750
longdialogue_qa_eng,13,8576,0.0002,0.5391,0.5826,0.6288,15.7500,16.7500
longdialogue_qa_eng,14,8576,0.0000,0.4746,0.6055,0.5862,19.3750,18.5000
longdialogue_qa_eng,15,8576,0.0000,0.4258,0.5951,0.6292,27.6250,19.6250
longdialogue_qa_eng,16,8576,0.0000,0.4805,0.5698,0.5353,17.3750,15.5625
longdialogue_qa_eng,17,8576,0.0000,0.4316,0.5918,0.5554,16.0000,16.6250
longdialogue_qa_eng,18,8576,0.0000,0.5078,0.5795,0.6249,20.7500,19.2500
longdialogue_qa_eng,19,8576,0.0000,0.4062,0.6523,0.5937,116.0000,19.7500
longdialogue_qa_eng,20,8576,0.0000,0.5859,0.5312,0.6439,18.7500,17.2500
longdialogue_qa_eng,21,8576,0.0000,0.3926,0.5996,0.6045,20.0000,17.7500
longdialogue_qa_eng,22,8576,0.0000,0.4375,0.6309,0.5648,16.7500,16.3750
longdialogue_qa_eng,23,8576,0.0000,0.4609,0.6560,0.6066,18.6250,17.0000
longdialogue_qa_eng,24,8576,0.0000,0.4082,0.5739,0.6252,19.7500,18.0000
longdialogue_qa_eng,25,8576,0.0001,0.3984,0.6476,0.6687,16.6250,17.3750
longdialogue_qa_eng,26,8576,0.0000,0.4297,0.6900,0.6057,15.1875,17.0000
longdialogue_qa_eng,27,8576,0.0000,0.9453,0.7006,0.5974,195.0000,29.3750
longdialogue_qa_eng,0,50048,0.7031,3.6406,0.7838,0.8946,55.2500,17.8750
longdialogue_qa_eng,1,50048,0.1118,4.8750,0.8267,0.9156,15.5625,8.5000
longdialogue_qa_eng,2,50048,0.0024,1.3047,0.7280,0.9279,9.1250,10.3750
longdialogue_qa_eng,3,50048,0.0005,1.4766,0.8153,0.9185,8.8750,9.0625
longdialogue_qa_eng,4,50048,0.0028,0.5273,0.7009,0.8754,19.7500,21.5000
longdialogue_qa_eng,5,50048,0.0036,0.6445,0.7238,0.9194,23.3750,20.2500
longdialogue_qa_eng,6,50048,0.0000,0.6680,0.7154,0.9189,12.8750,20.1250
longdialogue_qa_eng,7,50048,0.0007,0.9414,0.7826,0.8884,15.4375,17.1250
longdialogue_qa_eng,8,50048,0.0000,0.5117,0.6883,0.8918,23.3750,22.8750
longdialogue_qa_eng,9,50048,0.0000,0.4922,0.7955,0.8618,15.5000,17.3750
longdialogue_qa_eng,10,50048,0.0000,0.5117,0.6537,0.8711,24.8750,23.5000
longdialogue_qa_eng,11,50048,0.0000,0.5117,0.5195,0.8776,22.8750,24.3750
longdialogue_qa_eng,12,50048,0.0000,0.5312,0.6889,0.8659,25.7500,20.2500
longdialogue_qa_eng,13,50048,0.0000,0.6094,0.7372,0.8380,16.5000,17.8750
longdialogue_qa_eng,14,50048,0.0000,0.3867,0.7522,0.8168,20.0000,19.7500
longdialogue_qa_eng,15,50048,0.0000,0.5352,0.7001,0.8709,19.0000,20.5000
longdialogue_qa_eng,16,50048,0.0011,0.5156,0.7162,0.7725,18.8750,17.0000
longdialogue_qa_eng,17,50048,0.0000,0.6367,0.7277,0.8286,20.6250,17.8750
