dataset,layer_id,num_tokens,min_entropy,mean_entropy,diversity_ratio,fragmentation_ratio,min_entropy_l2,mean_l2
code_debug,16,50048,0.0000,0.6094,0.7098,0.7524,19.5000,18.0000
code_debug,17,50048,0.0003,0.3906,0.7107,0.7644,20.0000,18.8750
code_debug,18,50048,0.0000,0.4238,0.7132,0.8404,17.5000,21.2500
code_debug,19,50048,0.0000,0.3750,0.7612,0.8098,21.3750,22.1250
code_debug,20,50048,0.0000,0.4512,0.6546,0.8252,20.1250,19.7500
code_debug,21,50048,0.0000,0.3457,0.7224,0.8042,17.6250,20.0000
code_debug,22,50048,0.0000,0.2432,0.7453,0.7806,19.2500,18.8750
code_debug,23,50048,0.0000,0.4043,0.7642,0.8386,19.2500,19.7500
code_debug,24,50048,0.0000,0.5547,0.7266,0.8810,17.3750,19.8750
code_debug,25,50048,0.0000,0.4082,0.7799,0.8816,21.8750,19.5000
code_debug,26,50048,0.0000,0.3047,0.8237,0.8608,17.3750,19.3750
code_debug,27,50048,-0.0000,0.5977,0.8446,0.8461,142.0000,26.1250
code_debug,0,100224,0.0280,4.4688,0.8454,0.9492,150.0000,17.7500
code_debug,1,100224,1.3984,6.0000,0.7832,0.9198,15.6875,8.5000
code_debug,2,100224,0.0000,1.6016,0.7282,0.9636,17.2500,10.3750
code_debug,3,100224,0.0031,2.0781,0.8315,0.9319,8.8750,9.0000
code_debug,4,100224,0.0000,0.5273,0.7400,0.8974,23.1250,21.3750
code_debug,5,100224,0.0000,0.7148,0.7598,0.9273,17.2500,20.0000
code_debug,6,100224,0.0091,0.9023,0.7098,0.9206,14.2500,20.0000
code_debug,7,100224,0.0029,0.9062,0.7946,0.8989,15.1250,17.1250
code_debug,8,100224,0.0000,0.4980,0.6431,0.9367,23.2500,23.0000
code_debug,9,100224,0.0001,0.7695,0.7556,0.9239,17.1250,17.6250
code_debug,10,100224,0.0000,0.5078,0.6875,0.8925,22.5000,23.6250
code_debug,11,100224,0.0000,0.5352,0.5725,0.9006,38.0000,24.1250
code_debug,12,100224,0.0000,0.5391,0.7243,0.8894,19.1250,20.0000
code_debug,13,100224,0.0001,0.4766,0.7642,0.8996,16.6250,17.7500
code_debug,14,100224,0.0000,0.3887,0.7525,0.8398,18.3750,18.8750
code_debug,15,100224,0.0008,0.6445,0.7224,0.8787,17.5000,20.0000
code_debug,16,100224,0.0005,0.4648,0.6791,0.7794,15.7500,16.2500
code_debug,17,100224,0.0000,0.5977,0.7280,0.8310,20.8750,17.2500
code_debug,18,100224,0.0000,0.4531,0.7436,0.8623,15.3125,19.6250
code_debug,19,100224,0.0000,0.4980,0.7787,0.8696,18.7500,20.1250
code_debug,20,100224,0.0000,0.5898,0.6295,0.8648,18.0000,18.0000
code_debug,21,100224,0.0003,0.5703,0.7718,0.8463,16.6250,18.2500
code_debug,22,100224,0.0000,0.4570,0.7832,0.8432,16.2500,16.7500
code_debug,23,100224,0.0000,0.4297,0.8242,0.8727,20.1250,17.6250
code_debug,24,100224,0.0001,0.4863,0.7662,0.9137,21.2500,18.3750
code_debug,25,100224,0.0018,0.7266,0.8097,0.9276,17.6250,17.5000
code_debug,26,100224,0.0000,0.2891,0.8730,0.9064,20.8750,17.1250
code_debug,27,100224,-0.0000,0.7578,0.8984,0.8870,150.0000,25.8750
code_debug,0,8576,1.0938,3.1406,0.6443,0.6882,149.0000,17.7500
code_debug,1,8576,0.0752,4.0000,0.6593,0.6784,14.5625,8.4375
code_debug,2,8576,0.0015,1.1172,0.6027,0.6995,13.4375,10.2500
code_debug,3,8576,0.0002,1.5781,0.6152,0.6848,15.0625,9.1250
code_debug,4,8576,0.0000,0.4688,0.5628,0.6500,23.5000,21.5000
code_debug,5,8576,0.0003,0.6055,0.5968,0.6386,21.0000,19.7500
code_debug,6,8576,0.0005,0.5391,0.5865,0.6361,19.3750,19.7500
code_debug,7,8576,0.0001,0.6562,0.5982,0.6427,17.2500,16.8750
code_debug,8,8576,0.0000,0.3672,0.5742,0.6832,22.8750,22.6250
code_debug,9,8576,0.0009,0.4395,0.6141,0.6374,15.2500,16.7500
code_debug,10,8576,0.0000,0.3652,0.5672,0.6655,24.2500,23.1250
code_debug,11,8576,0.0000,0.4219,0.4774,0.6698,31.2500,23.8750
code_debug,12,8576,0.0000,0.6406,0.5795,0.6346,15.3750,19.7500
code_debug,13,8576,0.0000,0.5312,0.6267,0.6367,20.2500,17.6250
code_debug,14,8576,0.0000,0.2285,0.6350,0.5804,15.9375,19.5000
code_debug,15,8576,0.0000,0.3789,0.6183,0.6480,19.1250,20.1250
code_debug,16,8576,0.0000,0.4355,0.6085,0.5695,18.7500,17.2500
code_debug,17,8576,0.0000,0.3574,0.5999,0.6060,17.8750,18.0000
code_debug,18,8576,0.0000,0.5078,0.5645,0.6248,69.5000,20.1250
code_debug,19,8576,0.0047,0.4551,0.6468,0.5720,16.2500,21.2500
code_debug,20,8576,0.0003,0.4590,0.5368,0.6362,17.3750,18.2500
code_debug,21,8576,0.0000,0.5742,0.6362,0.5768,20.8750,18.7500
code_debug,22,8576,0.0000,0.4824,0.6334,0.5577,17.6250,17.5000
code_debug,23,8576,0.0000,0.2578,0.6526,0.6139,16.8750,18.0000
code_debug,24,8576,0.0000,0.4375,0.5792,0.6460,21.0000,18.5000
code_debug,25,8576,0.0000,0.6328,0.6334,0.6542,17.7500,18.0000
code_debug,26,8576,0.0000,0.2695,0.6749,0.6155,22.0000,18.0000
code_debug,27,8576,0.0000,0.3594,0.6763,0.6254,144.0000,25.2500
code_debug,0,50048,0.6914,4.3750,0.8343,0.9100,48.7500,17.8750
code_debug,1,50048,1.3750,5.1250,0.7740,0.8901,15.0000,8.4375
code_debug,2,50048,0.1055,1.5000,0.7567,0.9045,11.7500,10.5000
code_debug,3,50048,0.0097,2.1719,0.7732,0.8842,14.8750,9.3125
code_debug,4,50048,0.0000,0.6602,0.7271,0.8676,20.6250,22.0000
code_debug,5,50048,0.0000,0.6523,0.7327,0.8682,18.6250,20.6250
code_debug,6,50048,0.0000,0.7812,0.7157,0.8671,30.1250,20.3750
code_debug,7,50048,0.0123,0.6367,0.7271,0.8795,20.0000,18.2500
code_debug,8,50048,0.0000,0.5312,0.6629,0.8859,25.1250,24.0000
code_debug,9,50048,0.0006,0.6719,0.6928,0.8925,20.2500,18.7500
code_debug,10,50048,0.0000,0.4414,0.6908,0.8578,28.8750,24.1250
code_debug,11,50048,0.0000,0.4531,0.6007,0.8751,24.0000,25.0000
code_debug,12,50048,0.0654,0.4258,0.7115,0.8624,17.0000,21.5000
code_debug,13,50048,0.0000,0.4531,0.7595,0.8887,17.7500,19.2500
code_debug,14,50048,0.0000,0.2246,0.7249,0.8295,24.2500,20.8750
code_debug,15,50048,0.0000,0.5000,0.7165,0.8610,22.3750,21.2500
code_debug,16,50048,0.0002,0.4570,0.7196,0.7600,19.0000,18.5000
code_debug,17,50048,0.0000,0.4082,0.6872,0.8116,17.5000,19.3750
code_debug,18,50048,0.0000,0.6055,0.7190,0.8285,19.1250,21.5000
code_debug,19,50048,0.0000,0.3848,0.7628,0.8094,113.5000,22.1250
code_debug,20,50048,0.0000,0.3164,0.6710,0.8511,19.7500,20.1250
code_debug,21,50048,0.0004,0.4941,0.7394,0.8147,20.5000,20.0000
code_debug,22,50048,0.0000,0.3594,0.7609,0.8016,20.1250,19.1250
code_debug,23,50048,0.0000,0.3262,0.7863,0.8268,19.1250,19.6250
code_debug,24,50048,0.0001,0.8320,0.7539,0.8527,23.7500,20.0000
code_debug,25,50048,0.0000,0.5117,0.8147,0.8777,19.3750,19.3750
code_debug,26,50048,0.0000,0.4316,0.8410,0.8766,19.1250,19.6250
code_debug,27,50048,0.0000,0.6289,0.8686,0.8484,49.7500,25.1250
code_debug,0,100224,0.0041,4.5312,0.8535,0.9536,9.3750,17.7500
code_debug,1,100224,1.1875,5.6250,0.8033,0.9034,14.5000,8.4375
code_debug,2,100224,0.2441,1.7500,0.7439,0.9257,17.2500,10.5000
code_debug,3,100224,0.0618,2.3594,0.8245,0.9381,10.8125,9.2500
code_debug,4,100224,0.0004,0.4863,0.7450,0.9037,19.2500,22.0000
code_debug,5,100224,0.0000,0.8047,0.7400,0.9103,18.8750,20.3750
code_debug,6,100224,0.0067,0.9297,0.7238,0.9113,21.0000,20.2500
code_debug,7,100224,0.0055,0.9961,0.7768,0.9167,14.7500,17.6250
code_debug,8,100224,0.0000,0.5508,0.6858,0.9194,25.1250,23.5000
code_debug,9,100224,0.0000,0.6250,0.7090,0.9311,19.8750,18.0000
code_debug,10,100224,0.0000,0.4082,0.7288,0.8978,28.8750,24.0000
code_debug,11,100224,0.0001,0.3633,0.6200,0.9239,27.3750,24.7500
code_debug,12,100224,0.0000,0.5977,0.7545,0.9013,21.5000,20.6250
code_debug,13,100224,0.0000,0.5820,0.7818,0.9086,17.6250,18.5000
code_debug,14,100224,0.0000,0.2676,0.7871,0.8745,18.2500,19.8750
code_debug,15,100224,0.0005,0.5547,0.7330,0.9014,30.3750,20.5000
code_debug,16,100224,0.0000,0.4785,0.7461,0.8096,14.8750,16.8750
code_debug,17,100224,0.0005,0.3848,0.7218,0.8477,17.1250,17.8750
code_debug,18,100224,0.0000,0.4102,0.7681,0.8696,18.1250,20.1250
code_debug,19,100224,0.0000,0.5781,0.8044,0.8533,112.5000,20.7500
code_debug,20,100224,0.0000,0.5664,0.6844,0.8891,18.7500,18.5000
code_debug,21,100224,0.0000,0.5625,0.7740,0.8554,19.0000,18.6250
code_debug,22,100224,0.0000,0.4473,0.8270,0.8532,17.0000,17.1250
code_debug,23,100224,0.0000,0.2891,0.8343,0.8870,17.2500,18.0000
code_debug,24,100224,0.0000,0.5781,0.7879,0.8934,20.7500,18.7500
code_debug,25,100224,0.0001,0.6094,0.8368,0.9253,16.7500,18.1250
code_debug,26,100224,0.0000,0.4922,0.8848,0.9117,18.6250,17.7500
code_debug,27,100224,0.0000,0.8281,0.9090,0.8929,22.6250,25.5000
code_debug,0,150400,0.0045,4.6250,0.9001,0.9718,6.4688,17.8750
code_debug,1,150400,0.6914,5.8125,0.8281,0.9279,9.3125,8.4375
code_debug,2,150400,0.4766,1.8672,0.7575,0.9407,17.2500,10.5000
code_debug,3,150400,0.3691,2.6719,0.8415,0.9513,14.7500,9.1875
code_debug,4,150400,0.0001,0.5586,0.7489,0.9184,23.7500,21.7500
code_debug,5,150400,0.0000,0.6289,0.7676,0.9357,18.6250,20.2500
code_debug,6,150400,0.0032,0.9492,0.7324,0.9349,14.2500,20.1250
code_debug,7,150400,0.0054,0.8594,0.7972,0.9377,14.5000,17.3750
code_debug,8,150400,0.0000,0.6445,0.6897,0.9413,23.5000,23.2500
code_debug,9,150400,0.0013,0.7227,0.7185,0.9464,20.0000,17.7500
code_debug,10,150400,0.0000,0.5234,0.7182,0.9180,29.0000,23.8750
code_debug,11,150400,0.0000,0.2773,0.6099,0.9392,25.3750,24.2500
code_debug,12,150400,0.0000,0.8164,0.7402,0.9167,21.1250,20.2500
code_debug,13,150400,0.0001,0.6445,0.7818,0.9315,16.7500,18.0000
code_debug,14,150400,0.0001,0.3809,0.7614,0.8758,15.9375,19.2500
code_debug,15,150400,0.0001,0.6094,0.7160,0.9150,29.8750,20.1250
code_debug,16,150400,0.0000,0.3320,0.7051,0.8290,14.7500,16.3750
code_debug,17,150400,0.0000,0.5586,0.7056,0.8841,15.1250,17.3750
code_debug,18,150400,0.0000,0.5039,0.7606,0.8841,17.6250,19.6250
code_debug,19,150400,0.0000,0.5430,0.7759,0.8767,111.0000,20.2500
code_debug,20,150400,0.0000,0.5977,0.6763,0.8952,18.7500,18.2500
code_debug,21,150400,0.0000,0.5625,0.7681,0.8660,18.8750,18.5000
code_debug,22,150400,0.0000,0.1963,0.8036,0.8691,17.2500,17.1250
code_debug,23,150400,0.0000,0.4570,0.8451,0.9152,15.3125,18.0000
code_debug,24,150400,0.0005,0.6445,0.7882,0.9150,23.8750,18.7500
code_debug,25,150400,0.0004,0.5469,0.8382,0.9371,17.5000,18.0000
code_debug,26,150400,0.0000,0.4180,0.8892,0.9376,19.2500,17.7500
code_debug,27,150400,0.0000,0.8086,0.9277,0.9149,22.8750,25.1250
code_debug,0,8576,0.6914,2.9219,0.6303,0.6366,17.0000,17.5000
code_debug,1,8576,1.1172,4.2500,0.6867,0.6286,7.4062,8.6875
code_debug,2,8576,0.0006,1.4297,0.5910,0.7120,17.5000,10.3750
code_debug,3,8576,0.2051,1.3516,0.6309,0.6816,11.1875,9.3750
code_debug,4,8576,0.0000,0.4160,0.5765,0.6254,20.6250,21.6250
code_debug,5,8576,0.0000,0.8203,0.5633,0.6776,27.8750,20.5000
code_debug,6,8576,0.0000,0.5977,0.5112,0.6670,20.0000,20.1250
code_debug,7,8576,0.0000,0.5977,0.6124,0.6524,14.1250,17.3750
code_debug,8,8576,0.0000,0.3281,0.5566,0.7103,22.0000,22.7500
code_debug,9,8576,0.0000,0.6172,0.5921,0.6527,17.0000,17.3750
code_debug,10,8576,0.0000,0.2949,0.5354,0.6238,22.5000,23.5000
code_debug,11,8576,0.0000,0.4375,0.4975,0.6971,37.7500,23.7500
code_debug,12,8576,0.0000,0.3965,0.5391,0.6009,23.3750,19.7500
code_debug,13,8576,0.0000,0.6055,0.5960,0.6395,22.0000,17.5000
code_debug,14,8576,0.0000,0.3027,0.5949,0.6234,16.5000,18.8750
code_debug,15,8576,0.0000,0.5117,0.5508,0.6515,27.1250,19.8750
code_debug,16,8576,0.0020,0.5586,0.5301,0.5147,17.8750,16.0000
code_debug,17,8576,0.0000,0.6836,0.5435,0.5847,20.0000,17.2500
code_debug,18,8576,0.0001,0.4688,0.5541,0.6138,15.6250,19.3750
code_debug,19,8576,0.0000,0.5234,0.6013,0.6088,16.0000,19.7500
code_debug,20,8576,0.0008,0.4199,0.4821,0.5747,17.0000,17.8750
code_debug,21,8576,0.0000,0.4395,0.5837,0.5349,26.0000,18.2500
code_debug,22,8576,0.0000,0.4531,0.6222,0.5664,17.0000,16.8750
code_debug,23,8576,0.0001,0.2988,0.6228,0.5748,14.0625,17.5000
code_debug,24,8576,0.0004,0.3242,0.5592,0.6417,21.6250,18.7500
code_debug,25,8576,0.0000,0.3867,0.6272,0.6321,16.7500,17.3750
code_debug,26,8576,0.0000,0.5391,0.6420,0.6023,17.2500,17.1250
code_debug,27,8576,-0.0000,0.6953,0.6186,0.6058,96.0000,18.3750
code_debug,0,50048,0.0011,4.5312,0.7927,0.8909,17.3750,18.1250
code_debug,1,50048,0.5117,5.6562,0.8184,0.8892,14.8750,8.6875
code_debug,2,50048,0.0576,1.7656,0.7391,0.8784,9.4375,10.6250
code_debug,3,50048,0.0007,2.1406,0.7843,0.8869,11.0625,9.5625
code_debug,4,50048,0.0027,0.5469,0.7098,0.8836,20.7500,21.8750
code_debug,5,50048,0.0000,0.6094,0.6911,0.8684,28.1250,20.5000
code_debug,6,50048,0.0006,0.8789,0.6780,0.8634,20.0000,20.0000
code_debug,7,50048,0.0010,0.9141,0.7799,0.8540,13.4375,17.2500
code_debug,8,50048,0.0000,0.6289,0.6897,0.8924,23.7500,22.7500
code_debug,9,50048,0.0019,0.6289,0.7600,0.8557,14.6875,17.3750
code_debug,10,50048,0.0000,0.5547,0.6900,0.8459,30.3750,23.5000
code_debug,11,50048,0.0000,0.5156,0.5285,0.8886,24.6250,23.8750
code_debug,12,50048,0.0000,0.5195,0.6808,0.8734,23.3750,20.1250
code_debug,13,50048,0.0003,0.5312,0.7179,0.8721,15.2500,17.8750
code_debug,14,50048,0.0000,0.4727,0.7104,0.8535,20.3750,19.3750
code_debug,15,50048,0.0000,0.6250,0.6920,0.8734,21.1250,20.5000
code_debug,16,50048,0.0000,0.4844,0.6468,0.7481,17.3750,16.8750
code_debug,17,50048,0.0000,0.3906,0.6786,0.8215,19.1250,18.0000
code_debug,18,50048,0.0000,0.5625,0.7132,0.8474,20.8750,19.8750
code_debug,19,50048,0.0000,0.5391,0.7229,0.8012,20.0000,20.1250
code_debug,20,50048,0.0000,0.3965,0.5954,0.8529,20.6250,18.5000
code_debug,21,50048,0.0000,0.5742,0.7171,0.7840,20.3750,18.3750
code_debug,22,50048,0.0000,0.5156,0.7511,0.7897,16.6250,17.0000
code_debug,23,50048,0.0000,0.3340,0.7726,0.8241,21.8750,17.6250
code_debug,24,50048,0.0000,0.3574,0.6830,0.8640,20.6250,18.8750
code_debug,25,50048,0.0000,0.5391,0.7935,0.8657,16.6250,17.7500
code_debug,26,50048,0.0000,0.4434,0.7921,0.8580,17.5000,17.6250
code_debug,27,50048,0.0001,0.9648,0.8410,0.8368,15.1250,20.5000
code_debug,0,100224,0.0000,4.6875,0.8482,0.9391,150.0000,17.5000
code_debug,1,100224,0.0840,6.1875,0.8669,0.9260,15.5000,8.6250
code_debug,2,100224,0.0957,1.8828,0.7645,0.9409,10.1875,10.5625
code_debug,3,100224,0.0240,2.3594,0.8008,0.9073,11.4375,9.3750
code_debug,4,100224,0.0096,0.7109,0.6730,0.9109,23.6250,22.0000
code_debug,5,100224,0.0000,0.5625,0.7291,0.9013,28.8750,21.0000
code_debug,6,100224,0.0006,0.9766,0.7143,0.9039,17.7500,20.5000
code_debug,7,100224,0.0801,1.1797,0.8298,0.9032,21.8750,18.0000
code_debug,8,100224,0.0000,0.4863,0.7310,0.9408,26.8750,23.3750
code_debug,9,100224,0.0090,0.6836,0.7852,0.8969,16.6250,18.2500
code_debug,10,100224,0.0000,0.6914,0.7090,0.9213,26.1250,24.2500
code_debug,11,100224,0.0000,0.6016,0.5784,0.9238,30.0000,24.3750
code_debug,12,100224,0.0000,0.4375,0.7257,0.9012,19.1250,20.7500
code_debug,13,100224,0.0003,0.5352,0.7796,0.9130,25.3750,18.3750
code_debug,14,100224,0.0000,0.3281,0.7386,0.8844,21.7500,19.2500
code_debug,15,100224,0.0000,0.5742,0.7307,0.9225,21.0000,20.3750
code_debug,16,100224,0.0004,0.7500,0.6920,0.7879,18.1250,16.3750
code_debug,17,100224,0.0000,0.5586,0.7238,0.8793,17.0000,17.6250
code_debug,18,100224,0.0000,0.6289,0.7453,0.8881,15.8750,20.1250
code_debug,19,100224,0.0000,0.3379,0.7600,0.8645,16.5000,20.3750
code_debug,20,100224,0.0000,0.3633,0.6373,0.8818,19.1250,18.7500
code_debug,21,100224,0.0000,0.5938,0.7673,0.8451,26.3750,18.7500
code_debug,22,100224,0.0000,0.5430,0.7916,0.8541,18.3750,17.2500
code_debug,23,100224,0.0000,0.4336,0.7999,0.8692,21.6250,18.2500
code_debug,24,100224,0.0000,0.5898,0.7193,0.9100,24.1250,19.1250
code_debug,25,100224,0.0011,0.4922,0.7846,0.9111,19.2500,18.1250
code_debug,26,100224,0.0002,0.4609,0.8225,0.8993,23.2500,17.8750
code_debug,27,100224,0.0005,1.0000,0.8722,0.9123,26.2500,20.7500
code_debug,0,150400,0.0000,4.5938,0.8488,0.9507,148.0000,17.6250
code_debug,1,150400,1.4531,6.4375,0.8647,0.9503,15.4375,8.5625
code_debug,2,150400,0.5938,2.2500,0.7946,0.9400,8.6875,10.6250
code_debug,3,150400,0.0140,2.5156,0.8103,0.9459,11.5000,9.5625
code_debug,4,150400,0.0000,0.9727,0.6850,0.9295,23.1250,22.2500
code_debug,5,150400,0.0000,0.7266,0.7480,0.9310,29.0000,21.3750
code_debug,6,150400,0.0011,0.9023,0.7160,0.9182,30.0000,20.6250
code_debug,7,150400,0.0200,1.2734,0.8532,0.9179,22.2500,18.0000
code_debug,8,150400,0.0000,0.4512,0.7464,0.9555,22.8750,23.6250
code_debug,9,150400,0.0000,0.7617,0.7972,0.9125,21.1250,18.5000
code_debug,10,150400,0.0000,0.5586,0.7221,0.9289,30.0000,24.3750
code_debug,11,150400,0.0002,0.5820,0.6046,0.9280,30.0000,24.7500
code_debug,12,150400,0.0005,0.5078,0.7425,0.9098,19.2500,21.1250
code_debug,13,150400,0.0011,0.4121,0.7757,0.9212,25.5000,18.7500
code_debug,14,150400,0.0000,0.4219,0.7492,0.8946,22.6250,20.0000
code_debug,15,150400,0.0000,0.5039,0.7450,0.9318,21.2500,20.6250
code_debug,16,150400,0.0001,0.6914,0.7257,0.8208,17.3750,17.0000
code_debug,17,150400,0.0000,0.6406,0.7252,0.8776,21.0000,18.2500
code_debug,18,150400,0.0001,0.6367,0.7637,0.9021,71.0000,20.2500
code_debug,19,150400,0.0000,0.6289,0.7832,0.8867,16.6250,20.5000
code_debug,20,150400,0.0000,0.2969,0.6518,0.8780,18.0000,18.8750
code_debug,21,150400,0.0000,0.6445,0.7698,0.8557,22.6250,18.7500
code_debug,22,150400,0.0001,0.5156,0.8083,0.8668,17.7500,17.5000
code_debug,23,150400,0.0000,0.3613,0.8223,0.8768,21.5000,18.3750
code_debug,24,150400,0.0000,0.5273,0.7341,0.9232,24.0000,19.3750
code_debug,25,150400,0.0000,0.5547,0.8092,0.9369,18.2500,18.2500
code_debug,26,150400,0.0001,0.4707,0.8345,0.9040,17.6250,18.1250
code_debug,27,150400,0.0001,0.9570,0.8605,0.9212,15.8750,19.7500
code_debug,0,8576,0.0000,3.3281,0.7065,0.6280,152.0000,17.8750
code_debug,1,8576,0.0583,4.3125,0.7098,0.7103,9.2500,8.5625
code_debug,2,8576,0.0128,2.0312,0.6127,0.6949,13.3750,10.3750
code_debug,3,8576,0.0007,1.9219,0.6272,0.7109,10.0625,9.4375
code_debug,4,8576,0.0001,0.6914,0.5670,0.6432,26.7500,21.6250
code_debug,5,8576,0.0000,0.6133,0.5296,0.6749,17.2500,20.0000
code_debug,6,8576,0.0000,0.9531,0.5218,0.6198,29.6250,19.7500
code_debug,7,8576,0.0008,1.3203,0.6164,0.6786,19.1250,16.8750
code_debug,8,8576,0.0000,0.5938,0.5628,0.7134,23.0000,22.3750
code_debug,9,8576,0.0004,0.6250,0.5539,0.6403,16.6250,16.3750
code_debug,10,8576,0.0000,0.4043,0.5332,0.6834,29.2500,22.7500
code_debug,11,8576,0.0000,0.5508,0.4473,0.6968,28.7500,23.3750
code_debug,12,8576,0.0000,0.3164,0.5413,0.6423,19.1250,19.6250
code_debug,13,8576,0.0000,0.3867,0.6110,0.6562,24.6250,17.3750
code_debug,14,8576,0.0000,0.2090,0.6091,0.6157,23.3750,19.2500
code_debug,15,8576,0.0000,0.4629,0.6080,0.6251,24.3750,20.2500
code_debug,16,8576,0.0000,0.1572,0.5608,0.5791,19.1250,17.1250
code_debug,17,8576,0.0000,0.1709,0.5778,0.6060,19.2500,18.2500
code_debug,18,8576,0.0000,0.4297,0.5198,0.6753,20.8750,20.1250
code_debug,19,8576,0.0000,0.4941,0.5993,0.6047,19.2500,20.5000
code_debug,20,8576,0.0000,0.2617,0.4950,0.6206,18.2500,18.1250
code_debug,21,8576,0.0001,0.5039,0.5566,0.6175,19.3750,18.3750
code_debug,22,8576,0.0000,0.3730,0.6387,0.5880,18.1250,18.0000
code_debug,23,8576,0.0001,0.5938,0.6420,0.5937,16.8750,18.3750
code_debug,24,8576,0.0000,0.3965,0.5321,0.6408,21.3750,18.7500
code_debug,25,8576,0.0005,0.6289,0.6339,0.6307,19.5000,18.0000
code_debug,26,8576,0.0000,0.3730,0.6931,0.6369,16.5000,18.2500
code_debug,27,8576,0.0000,0.7891,0.6688,0.5987,16.1250,22.5000
code_debug,0,50048,1.5234,5.0625,0.7871,0.9054,13.3750,18.0000
code_debug,1,50048,2.0156,5.7188,0.9012,0.9180,9.0000,8.5625
code_debug,2,50048,0.0820,2.0000,0.7238,0.9275,13.6250,10.5625
code_debug,3,50048,0.0119,2.5000,0.7952,0.9091,8.8750,9.3750
code_debug,4,50048,0.0073,0.7617,0.7023,0.9205,24.6250,21.8750
code_debug,5,50048,0.0001,0.8164,0.6981,0.8709,26.8750,20.3750
code_debug,6,50048,0.0000,0.9062,0.7095,0.8632,29.6250,20.2500
code_debug,7,50048,0.0039,1.5859,0.7533,0.8741,20.8750,17.6250
code_debug,8,50048,0.0000,0.8281,0.6557,0.9281,25.2500,23.0000
code_debug,9,50048,0.0045,0.8047,0.7280,0.8942,18.2500,17.6250
code_debug,10,50048,0.0011,0.7969,0.6473,0.8789,29.8750,23.3750
code_debug,11,50048,0.0000,0.6562,0.5600,0.8814,29.3750,23.8750
code_debug,12,50048,0.0000,0.4023,0.6989,0.8954,19.6250,20.0000
code_debug,13,50048,0.0000,0.7617,0.7508,0.8551,24.8750,17.7500
code_debug,14,50048,0.0000,0.3613,0.7450,0.8363,23.3750,19.7500
code_debug,15,50048,0.0000,0.6016,0.7227,0.8838,26.0000,20.6250
code_debug,16,50048,0.0000,0.2988,0.6950,0.7587,19.1250,16.8750
code_debug,17,50048,0.0000,0.2637,0.6964,0.8209,17.3750,17.8750
code_debug,18,50048,0.0000,0.4355,0.6828,0.8611,20.8750,19.8750
code_debug,19,50048,0.0000,0.4141,0.7436,0.8266,19.8750,20.3750
code_debug,20,50048,0.0000,0.4961,0.5954,0.8383,18.0000,17.8750
code_debug,21,50048,0.0000,0.7812,0.7274,0.8282,20.0000,18.3750
code_debug,22,50048,0.0000,0.6836,0.7684,0.7734,17.8750,17.8750
code_debug,23,50048,0.0002,0.7695,0.7919,0.8527,20.3750,18.3750
code_debug,24,50048,0.0000,0.6445,0.6886,0.8355,23.0000,19.0000
code_debug,25,50048,0.0001,0.7500,0.7963,0.8672,18.2500,18.3750
code_debug,26,50048,0.0041,0.5156,0.8460,0.8806,16.7500,18.1250
code_debug,27,50048,0.0000,1.2109,0.8870,0.8031,105.0000,21.7500
code_debug,0,100224,0.4277,4.9062,0.8259,0.9169,14.0625,18.0000
code_debug,1,100224,1.3672,5.8750,0.9004,0.9383,10.6875,8.5625
code_debug,2,100224,0.0894,2.1406,0.7450,0.9558,13.4375,10.5000
code_debug,3,100224,0.0442,3.0781,0.8401,0.9615,8.9375,9.3125
code_debug,4,100224,0.0000,0.8086,0.7355,0.9514,13.5000,21.7500
code_debug,5,100224,0.0001,0.6133,0.7188,0.9239,29.3750,20.3750
code_debug,6,100224,0.0000,1.2422,0.7492,0.9061,29.6250,20.2500
code_debug,7,100224,0.0028,1.7109,0.7681,0.9034,20.7500,17.7500
code_debug,8,100224,0.0000,0.9570,0.6895,0.9543,25.5000,23.1250
code_debug,9,100224,0.0043,0.8828,0.7600,0.9200,18.6250,17.7500
code_debug,10,100224,0.0017,0.9805,0.6850,0.9242,29.8750,23.3750
code_debug,11,100224,0.0000,0.6797,0.6197,0.9194,29.5000,23.8750
code_debug,12,100224,0.0000,0.4766,0.7157,0.9162,19.6250,20.0000
code_debug,13,100224,0.0000,0.9180,0.7868,0.9050,24.8750,17.7500
code_debug,14,100224,0.0000,0.4277,0.7536,0.9148,23.5000,19.7500
code_debug,15,100224,0.0000,0.6367,0.7455,0.9222,26.0000,20.5000
code_debug,16,100224,0.0000,0.3828,0.7059,0.8482,19.2500,16.6250
code_debug,17,100224,0.0000,0.2598,0.7062,0.8534,18.0000,17.7500
code_debug,18,100224,0.0000,0.4414,0.7489,0.8905,20.7500,19.8750
code_debug,19,100224,0.0000,0.4297,0.8008,0.8958,19.5000,20.2500
code_debug,20,100224,0.0000,0.4668,0.6328,0.9026,20.6250,18.1250
code_debug,21,100224,0.0000,0.9570,0.7757,0.9115,20.2500,18.2500
code_debug,22,100224,0.0000,0.6172,0.8016,0.8134,17.6250,17.7500
code_debug,23,100224,0.0000,0.9453,0.8273,0.9032,19.5000,18.2500
code_debug,24,100224,0.0000,0.7930,0.7506,0.8770,23.0000,19.1250
code_debug,25,100224,0.0064,0.8359,0.7946,0.9263,20.2500,18.3750
code_debug,26,100224,0.0481,0.8086,0.8544,0.9216,16.6250,18.1250
code_debug,27,100224,0.0000,1.1406,0.9107,0.9013,97.0000,21.2500
